iter	RMSE
811	3088.911413
812	3086.810387
813	3085.335846
814	3085.275511
815	3083.862192
816	3083.521674
817	3081.621751
818	3081.465303
819	3081.313225
820	3079.511997
821	3077.574212
822	3075.479832
823	3073.78058
824	3072.573061
825	3071.523303
826	3069.614729
827	3068.719939
828	3065.430732
829	3064.4246
830	3064.262987
831	3062.84635
832	3060.167714
833	3058.730057
834	3057.487291
835	3053.174062
836	3051.933174
837	3050.348707
838	3049.584266
839	3048.21868
840	3045.693203
841	3043.327369
842	3042.96593
843	3042.097103
844	3040.132919
845	3037.783783
846	3037.630298
847	3035.382068
848	3034.896194
849	3033.364095
850	3032.153569
851	3031.052601
852	3030.911028
853	3030.094481
854	3029.625196
855	3028.286423
856	3026.927159
857	3025.417634
858	3024.268993
859	3022.290901
860	3020.549779
861	3019.373555
862	3016.530274
863	3014.412059
864	3013.132016
865	3013.083533
866	3011.233124
867	3010.389954
868	3009.153569
869	3007.700346
870	3006.46198
871	3006.319968
872	3005.599261
873	3004.819632
874	3002.677643
875	3000.833782
876	2999.845515
877	2998.800325
878	2996.023564
879	2995.090758
880	2993.771595
881	2992.024267
882	2991.073065
883	2991.03854
884	2990.342177
885	2989.979404
886	2988.252676
887	2987.41736
888	2987.360595
889	2984.743383
890	2983.269638
891	2982.456875
892	2980.712221
893	2980.019842
894	2978.884467
895	2978.580782
896	2978.450499
897	2975.478406
898	2973.62313
899	2972.181369
900	2971.068615
901	2970.391314
902	2968.741942
903	2968.363278
904	2965.541441
905	2964.156284
906	2962.477628
907	2961.499443
908	2958.809063
909	2958.496331
910	2956.559482
911	2954.824479
912	2954.69845
913	2953.340603
914	2951.270855
915	2949.591089
916	2949.132673
917	2947.437245
918	2946.793762
919	2944.712046
920	2942.973147
921	2942.358406
922	2939.776305
923	2937.952714
924	2936.068569
925	2934.34176
926	2932.423717
927	2930.567708
928	2929.650208
929	2928.587367
930	2928.163881
931	2925.890926
932	2925.305435
933	2922.909767
934	2921.998869
935	2920.383206
936	2918.970944
937	2917.103833
938	2915.079533
939	2913.711811
940	2912.888702
941	2911.625909
942	2910.008644
943	2909.880585
944	2909.180063
945	2909.145411
946	2906.861303
947	2905.940167
948	2905.546846
949	2904.525468
950	2903.182312
951	2902.025456
952	2900.079339
953	2899.037018
954	2897.543492
955	2896.514042
956	2895.652774
957	2894.7518
958	2893.161669
959	2892.276993
960	2891.425746
961	2890.606768
962	2888.960245
963	2887.412758
964	2885.176568
965	2885.13152
966	2883.16639
967	2882.332758
968	2881.342193
969	2880.024453
970	2878.168478
971	2877.416898
972	2875.437836
973	2873.350851
974	2872.623333
975	2871.337557
976	2870.15432
977	2870.034477
978	2868.625439
979	2868.576636
980	2866.600199
981	2864.634581
982	2862.641562
983	2860.42837
984	2859.479183
985	2858.552555
986	2857.06538
987	2855.195759
988	2855.013022
989	2852.458373
990	2851.164634
991	2850.339125
992	2848.764534
993	2846.543161
994	2844.909223
995	2844.100508
996	2842.800836
997	2842.070723
998	2841.561023
999	2840.120281
